Sim 1

Solar R: 0.8442
Solar A: 0.0152
Solar T: 0.1407

WL	R	A	T	n(1)	mu_a(1)	mu_s(1)	g(1)	t(1)
0.93	0.8455	0.0	0.1545	1.4895	0.0	0.251	0.6489	200.0	
0.94	0.8448	0.0	0.1552	1.4895	0.0	0.244	0.6434	200.0	
0.95	0.8458	0.0	0.1542	1.4894	0.0	0.2379	0.6377	200.0	
0.96	0.8428	0.0	0.1572	1.4894	0.0	0.2315	0.6321	200.0	
0.97	0.8416	0.0	0.1584	1.4894	0.0	0.2254	0.6264	200.0	
0.98	0.8411	0.0	0.1589	1.4893	0.0	0.2196	0.6207	200.0	
0.99	0.8406	0.0	0.1594	1.4893	0.0	0.2141	0.6149	200.0	
1.0	0.8388	0.0	0.1612	1.4893	0.0	0.2087	0.6091	200.0	
1.01	0.8385	0.0	0.1615	1.4892	0.0	0.2035	0.6033	200.0	
1.02	0.8348	0.0	0.1652	1.4892	0.0	0.1984	0.5975	200.0	
1.03	0.8358	0.0	0.1642	1.4892	0.0	0.1933	0.5916	200.0	
1.04	0.8323	0.0	0.1677	1.4891	0.0	0.1888	0.5857	200.0	
1.05	0.8316	0.0	0.1684	1.4891	0.0	0.184	0.5798	200.0	
1.06	0.831	0.0	0.169	1.4891	0.0	0.1796	0.5739	200.0	
1.07	0.8291	0.0	0.1709	1.489	0.0	0.1756	0.568	200.0	
1.08	0.8267	0.0	0.1733	1.489	0.0	0.1713	0.5621	200.0	
1.09	0.8261	0.0	0.1739	1.489	0.0	0.1672	0.5562	200.0	
1.1	0.8266	0.0	0.1734	1.4889	0.0	0.1634	0.5502	200.0	
1.11	0.8238	0.0	0.1762	1.4889	0.0	0.1596	0.5443	200.0	
1.12	0.823	0.0	0.177	1.4889	0.0	0.156	0.5384	200.0	
1.13	0.8198	0.0	0.1802	1.4889	0.0	0.1524	0.5325	200.0	
1.14	0.8184	0.0005	0.1811	1.4889	0.0	0.1488	0.5266	200.0	
1.15	0.8165	0.0058	0.1777	1.4888	0.0	0.1456	0.5208	200.0	
1.16	0.8099	0.0121	0.178	1.4888	0.0	0.1423	0.5149	200.0	
1.17	0.8031	0.022	0.1749	1.4888	0.0	0.1391	0.5091	200.0	
1.18	0.7967	0.0294	0.1738	1.4888	0.0	0.1361	0.5034	200.0	
1.19	0.7941	0.0288	0.177	1.4888	0.0	0.1331	0.4976	200.0	
1.2	0.7997	0.0202	0.1801	1.4888	0.0	0.1302	0.4919	200.0	
1.21	0.8044	0.0101	0.1854	1.4887	0.0	0.1274	0.4862	200.0	
1.22	0.8046	0.0037	0.1917	1.4887	0.0	0.1247	0.4806	200.0	
1.23	0.8056	0.0	0.1944	1.4887	0.0	0.1221	0.475	200.0	
1.24	0.8061	0.0	0.1939	1.4887	0.0	0.1195	0.4694	200.0	
1.25	0.8047	0.0	0.1953	1.4887	0.0	0.1169	0.4639	200.0	
1.26	0.8039	0.0	0.1961	1.4886	0.0	0.1145	0.4585	200.0	
1.27	0.8006	0.0	0.1994	1.4886	0.0	0.1122	0.453	200.0	
1.28	0.797	0.0	0.203	1.4886	0.0	0.1098	0.4477	200.0	
1.29	0.7973	0.0	0.2027	1.4886	0.0	0.1075	0.4424	200.0	
1.3	0.7966	0.0	0.2034	1.4886	0.0	0.1053	0.4371	200.0	
1.31	0.795	0.0	0.205	1.4886	0.0	0.1031	0.4319	200.0	
1.32	0.7939	0.0	0.2061	1.4886	0.0	0.101	0.4268	200.0	
1.33	0.7917	0.0	0.2083	1.4886	0.0	0.099	0.4217	200.0	
1.34	0.7861	0.0023	0.2116	1.4885	0.0	0.097	0.4167	200.0	
1.35	0.7823	0.0095	0.2082	1.4885	0.0	0.0951	0.4117	200.0	
1.36	0.7735	0.0193	0.2071	1.4885	0.0	0.0932	0.4068	200.0	
1.37	0.7671	0.0277	0.2051	1.4885	0.0	0.0914	0.4019	200.0	
1.38	0.7625	0.0326	0.205	1.4885	0.0	0.0896	0.3971	200.0	
1.39	0.7625	0.0334	0.2042	1.4885	0.0	0.0878	0.3924	200.0	
1.4	0.7611	0.0329	0.2059	1.4885	0.0	0.086	0.3877	200.0	
1.41	0.7559	0.0341	0.2101	1.4885	0.0	0.0843	0.3831	200.0	
1.42	0.7542	0.036	0.2098	1.4885	0.0	0.0827	0.3785	200.0	
1.43	0.7521	0.0378	0.2101	1.4885	0.0	0.0811	0.374	200.0	
1.44	0.7494	0.0367	0.2138	1.4884	0.0	0.0796	0.3696	200.0	
1.45	0.7502	0.0321	0.2177	1.4884	0.0	0.0781	0.3652	200.0	
1.46	0.7511	0.0255	0.2234	1.4884	0.0	0.0766	0.3609	200.0	
1.47	0.7533	0.0191	0.2277	1.4884	0.0	0.0751	0.3566	200.0	
1.48	0.7558	0.0145	0.2297	1.4884	0.0	0.0736	0.3524	200.0	
1.49	0.7557	0.0118	0.2324	1.4884	0.0	0.0723	0.3483	200.0	
1.5	0.7544	0.0095	0.236	1.4884	0.0	0.0709	0.3442	200.0	
1.51	0.7522	0.008	0.2398	1.4884	0.0	0.0696	0.3402	200.0	
1.52	0.7484	0.0071	0.2445	1.4884	0.0	0.0683	0.3362	200.0	
1.53	0.7479	0.007	0.2451	1.4884	0.0	0.067	0.3323	200.0	
1.54	0.7462	0.0073	0.2465	1.4884	0.0	0.0657	0.3284	200.0	
1.55	0.7436	0.0078	0.2486	1.4884	0.0	0.0645	0.3246	200.0	
1.56	0.7425	0.0082	0.2493	1.4884	0.0	0.0633	0.3209	200.0	
1.57	0.7399	0.0084	0.2517	1.4883	0.0	0.0622	0.3171	200.0	
1.58	0.7375	0.0084	0.2541	1.4883	0.0	0.0611	0.3135	200.0	
1.59	0.7359	0.0084	0.2557	1.4883	0.0	0.0599	0.3099	200.0	
1.6	0.7346	0.0091	0.2563	1.4883	0.0	0.0588	0.3064	200.0	
1.61	0.7306	0.01	0.2594	1.4883	0.0	0.0578	0.3029	200.0	
1.62	0.7287	0.0111	0.2602	1.4883	0.0	0.0567	0.2995	200.0	
1.63	0.7244	0.0125	0.2632	1.4883	0.0	0.0556	0.2961	200.0	
1.64	0.7205	0.0153	0.2642	1.4883	0.0	0.0546	0.2928	200.0	
1.65	0.7124	0.0247	0.2629	1.4883	0.0	0.0537	0.2895	200.0	
1.66	0.6959	0.0498	0.2543	1.4883	0.0001	0.0527	0.2863	200.0	
1.67	0.6638	0.1039	0.2323	1.4883	0.0001	0.0518	0.2831	200.0	
1.68	0.6288	0.1645	0.2067	1.4883	0.0002	0.0508	0.28	200.0	
1.69	0.6054	0.1991	0.1954	1.4883	0.0003	0.0499	0.2769	200.0	
1.7	0.603	0.2	0.1969	1.4883	0.0003	0.0491	0.2738	200.0	
1.71	0.6065	0.1918	0.2017	1.4883	0.0002	0.0482	0.2708	200.0	
1.72	0.6077	0.1896	0.2028	1.4883	0.0002	0.0474	0.2679	200.0	
1.73	0.6052	0.185	0.2099	1.4883	0.0002	0.0465	0.265	200.0	
1.74	0.6104	0.1706	0.219	1.4883	0.0002	0.0457	0.2621	200.0	
1.75	0.6209	0.1523	0.2268	1.4883	0.0002	0.0449	0.2593	200.0	
1.76	0.6298	0.1328	0.2373	1.4883	0.0002	0.0442	0.2565	200.0	
1.77	0.6371	0.1108	0.2521	1.4882	0.0001	0.0434	0.2537	200.0	
1.78	0.6474	0.0918	0.2608	1.4882	0.0001	0.0427	0.251	200.0	
1.79	0.6482	0.0841	0.2677	1.4882	0.0001	0.042	0.2484	200.0	
1.8	0.6466	0.0823	0.271	1.4882	0.0001	0.0412	0.2458	200.0	
1.81	0.646	0.0804	0.2736	1.4882	0.0001	0.0405	0.2432	200.0	
1.82	0.6469	0.076	0.2771	1.4882	0.0001	0.0398	0.2406	200.0	
1.83	0.6475	0.07	0.2825	1.4882	0.0001	0.0392	0.2381	200.0	
1.84	0.6482	0.0623	0.2896	1.4882	0.0001	0.0385	0.2357	200.0	
1.85	0.6506	0.0543	0.2951	1.4882	0.0001	0.0379	0.2332	200.0	
1.86	0.6525	0.0506	0.2969	1.4882	0.0001	0.0372	0.2308	200.0	
1.87	0.6458	0.0512	0.303	1.4882	0.0001	0.0366	0.2285	200.0	
1.88	0.6416	0.0565	0.3019	1.4882	0.0001	0.036	0.2261	200.0	
1.89	0.6345	0.0662	0.2993	1.4882	0.0001	0.0354	0.2238	200.0	
1.9	0.6243	0.079	0.2967	1.4882	0.0001	0.0348	0.2216	200.0	
1.91	0.62	0.0875	0.2924	1.4882	0.0001	0.0342	0.2194	200.0	
1.92	0.6174	0.0871	0.2955	1.4882	0.0001	0.0336	0.2172	200.0	
1.93	0.6176	0.0828	0.2996	1.4882	0.0001	0.0331	0.215	200.0	
1.94	0.6146	0.082	0.3034	1.4882	0.0001	0.0325	0.2128	200.0	
1.95	0.6132	0.0818	0.305	1.4882	0.0001	0.032	0.2107	200.0	
1.96	0.6111	0.0781	0.3108	1.4882	0.0001	0.0315	0.2087	200.0	
1.97	0.6122	0.0707	0.3171	1.4882	0.0001	0.031	0.2066	200.0	
1.98	0.6141	0.0675	0.3184	1.4882	0.0001	0.0305	0.2046	200.0	
1.99	0.6083	0.0696	0.3221	1.4882	0.0001	0.03	0.2026	200.0	
2.0	0.6076	0.073	0.3194	1.4882	0.0001	0.0295	0.2006	200.0	
2.01	0.5984	0.0786	0.323	1.4882	0.0001	0.029	0.1987	200.0	
2.02	0.5937	0.0867	0.3196	1.4882	0.0001	0.0286	0.1968	200.0	
2.03	0.588	0.0951	0.3169	1.4882	0.0001	0.0281	0.1949	200.0	
2.04	0.5807	0.1003	0.319	1.4882	0.0001	0.0276	0.1931	200.0	
2.05	0.5766	0.1045	0.3189	1.4882	0.0001	0.0272	0.1912	200.0	
2.06	0.5723	0.1108	0.3169	1.4882	0.0001	0.0268	0.1894	200.0	
2.07	0.5665	0.1181	0.3154	1.4882	0.0001	0.0264	0.1877	200.0	
2.08	0.5603	0.1211	0.3186	1.4882	0.0001	0.0259	0.1859	200.0	
2.09	0.5596	0.121	0.3195	1.4882	0.0001	0.0255	0.1842	200.0	
2.1	0.5555	0.1261	0.3183	1.4882	0.0001	0.0251	0.1825	200.0	
2.11	0.5422	0.1452	0.3127	1.4882	0.0002	0.0247	0.1808	200.0	
2.12	0.5266	0.1663	0.3071	1.4881	0.0002	0.0244	0.1791	200.0	
2.13	0.5232	0.1736	0.3032	1.4881	0.0002	0.024	0.1774	200.0	
2.14	0.5197	0.1734	0.3069	1.4881	0.0002	0.0236	0.1758	200.0	
2.15	0.5204	0.1658	0.3137	1.4881	0.0002	0.0233	0.1742	200.0	
2.16	0.5239	0.1581	0.318	1.4881	0.0002	0.0229	0.1727	200.0	
2.17	0.5256	0.1468	0.3276	1.4881	0.0002	0.0225	0.1711	200.0	
2.18	0.525	0.144	0.331	1.4881	0.0002	0.0222	0.1696	200.0	
2.19	0.5215	0.1461	0.3323	1.4881	0.0002	0.0219	0.1681	200.0	
2.2	0.5126	0.1624	0.325	1.4881	0.0002	0.0215	0.1666	200.0	
2.21	0.4922	0.1987	0.3092	1.4881	0.0002	0.0212	0.1651	200.0	
2.22	0.4579	0.2634	0.2787	1.4881	0.0004	0.0209	0.1636	200.0	
2.23	0.4057	0.3551	0.2392	1.4881	0.0006	0.0206	0.1622	200.0	
2.24	0.3565	0.4453	0.1982	1.4881	0.0008	0.0202	0.1608	200.0	
2.25	0.3122	0.5274	0.1604	1.4881	0.0011	0.0199	0.1594	200.0	
2.26	0.28	0.5838	0.1361	1.4881	0.0014	0.0196	0.158	200.0	
2.27	0.2664	0.6051	0.1285	1.4881	0.0016	0.0193	0.1566	200.0	
2.28	0.2622	0.609	0.1288	1.4881	0.0016	0.019	0.1553	200.0	
2.29	0.2531	0.6233	0.1235	1.4881	0.0017	0.0188	0.1539	200.0	
2.3	0.2476	0.6306	0.1218	1.4881	0.0017	0.0185	0.1526	200.0	
2.31	0.2589	0.6077	0.1334	1.4881	0.0016	0.0182	0.1513	200.0	
2.32	0.2821	0.5588	0.1591	1.4881	0.0013	0.0179	0.15	200.0	
2.33	0.2993	0.523	0.1777	1.4881	0.0011	0.0177	0.1488	200.0	
2.34	0.301	0.5152	0.1837	1.4881	0.0011	0.0174	0.1475	200.0	
2.35	0.3004	0.5094	0.1901	1.4881	0.0011	0.0172	0.1463	200.0	
2.36	0.3087	0.4942	0.197	1.4881	0.001	0.0169	0.1451	200.0	
2.37	0.3152	0.4792	0.2056	1.4881	0.0009	0.0167	0.1439	200.0	
2.38	0.3117	0.48	0.2083	1.4881	0.0009	0.0164	0.1427	200.0	
2.39	0.3023	0.4934	0.2043	1.4881	0.001	0.0162	0.1415	200.0	
2.4	0.2966	0.5016	0.2019	1.4881	0.001	0.016	0.1403	200.0	
2.41	0.2891	0.5106	0.2004	1.4881	0.0011	0.0157	0.1392	200.0	
2.42	0.2846	0.516	0.1994	1.4881	0.0011	0.0155	0.1381	200.0	
2.43	0.2761	0.5303	0.1935	1.4881	0.0012	0.0153	0.1369	200.0	
2.44	0.2684	0.5431	0.1884	1.4881	0.0012	0.0151	0.1358	200.0	
2.45	0.2663	0.5414	0.1923	1.4881	0.0012	0.0149	0.1348	200.0	
2.46	0.2763	0.5196	0.2041	1.4881	0.0011	0.0146	0.1337	200.0	
2.47	0.2875	0.4921	0.2204	1.4881	0.001	0.0144	0.1326	200.0	
2.48	0.2992	0.4666	0.2342	1.4881	0.0009	0.0142	0.1316	200.0	
2.49	0.3173	0.4274	0.2553	1.4881	0.0008	0.014	0.1305	200.0	
2.5	0.3314	0.3931	0.2756	1.4881	0.0007	0.0138	0.1295	200.0	

Input file:
mc
output:out1
particle1:baso4.txt
matrix1:acr.txt
solar:am15.txt
photons:100000
start:0.25
end:2.5
interval:0.01

sim1
layer1
matrix1
t:200
particle1
d:0.4
vf:60
std:0.1
